ANIO,CCDD,CCPP,CCDI,CONGLOMERADO,NSELUA,UA,costo_total,produccion_kg,costo_por_kg,FACTOR_PRODUCTOR,es_outlier,NSEGM,ID_PROD
2022,13,09,01,07852,00043,7,5.0,25.0,0.2,98.7176470588235,0,,
2022,13,03,05,07957,00007,2,612.0,3156.0,0.19391634980988592,98.7176470588235,0,,
2022,13,03,02,07971,00063,13,5.0,320.0,0.015625,98.7176470588235,0,,
2022,13,08,09,07984,00028,6,14.0,100.0,0.14,98.7176470588235,0,,
2022,13,08,08,07997,00063,3,570.0,2400.0,0.2375,98.7176470588235,0,,
2022,13,08,08,07997,00067,4,455.0,300.0,1.5166666666666666,98.7176470588235,1,,
2022,13,08,08,07997,00112,10,538.0,600.0,0.8966666666666666,98.7176470588235,0,,
2023,13,03,05,,,02,1632.0,15000.0,0.1088,54.7645492553711,0,05575,02
2023,13,03,05,,,03,300.0,4000.0,0.075,91.8859329223633,0,05575,03
2023,13,04,01,,,02,8.0,48.0,0.16666666666666666,50.5117492675781,0,05609,02
2023,13,04,01,,,03,10.0,20.0,0.5,7.13267183303833,0,05609,03
2023,13,04,01,,,05,25.0,120.0,0.20833333333333334,5.74312305450439,0,05609,05
2023,13,04,01,,,06,15.0,80.0,0.1875,2.17795062065125,0,05610,06
2023,13,04,01,,,03,24.0,48.0,0.5,7.50198364257813,0,05611,03
2023,13,07,05,,,01,50.0,10.0,5.0,0.0220795553177595,1,05612,01
2023,13,11,01,,,03,200.0,1500.0,0.13333333333333333,73.6777572631836,0,05624,03
2023,13,07,01,,,05,5.0,100.0,0.05,2.45951437950134,0,05625,05
2023,13,07,01,,,06,80.0,600.0,0.13333333333333333,1.16281843185425,0,05625,06
2023,13,07,01,,,04,180063.0,215050.0,0.8373076028830505,0.398737341165543,0,05629,04
2023,13,03,03,,,01,100.0,82.5,1.2121212121212122,192.165863037109,0,05634,01
2023,13,03,03,,,02,300.0,246.0,1.2195121951219512,35.290699005127,0,05634,02
2023,13,03,03,,,03,140.0,320.0,0.4375,171.854766845703,0,05634,03
2023,13,11,01,,,01,150.0,195.0,0.7692307692307693,35.3731384277344,0,05635,01
2023,13,11,04,,,01,1690.0,5070.0,0.3333333333333333,258.617401123047,0,05638,01
2023,13,11,04,,,02,550.0,2000.0,0.275,136.524856567383,0,05638,02
2023,13,11,04,,,03,935.0,1110.0,0.8423423423423423,139.893402099609,0,05638,03
2023,13,11,04,,,04,680.0,2000.0,0.34,5.27157926559448,0,05638,04
2023,13,11,04,,,05,310.0,500.0,0.62,283.868804931641,0,05638,05
2023,13,11,04,,,07,5700.0,6300.0,0.9047619047619048,492.426025390625,0,05638,07
2023,13,11,04,,,02,10.0,20.0,0.5,82.6452484130859,0,05641,02
2023,13,11,04,,,03,100.0,50.0,2.0,68.8496017456055,0,05641,03
2023,13,11,04,,,04,552.0,200.0,2.76,70.6267242431641,1,05641,04
2023,13,11,04,,,05,500.0,220.0,2.272727272727273,48.9221458435059,0,05641,05
2023,13,11,04,,,01,2400.0,1755.0,1.3675213675213675,6.63432836532593,0,05643,01
2023,13,11,04,,,02,85.0,530.0,0.16037735849056603,11.8112134933472,0,05647,02
2023,13,11,01,,,01,132.0,150.0,0.88,104.804878234863,0,05648,01
2023,13,11,01,,,02,50.0,210.0,0.23809523809523808,94.6107025146484,0,05648,02
2023,13,11,01,,,03,320.0,420.0,0.7619047619047619,354.043182373047,0,05648,03
2023,13,11,01,,,04,300.0,165.0,1.8181818181818181,16.8900756835938,0,05648,04
2023,13,11,01,,,08,6900.0,3435.0,2.0087336244541483,115.583892822266,0,05648,08
2023,13,11,01,,,01,60.0,515.0,0.11650485436893204,161.577896118164,0,05652,01
2023,13,11,01,,,02,210.0,150.0,1.4,118.687080383301,0,05652,02
2023,13,11,01,,,04,335.0,1375.0,0.24363636363636362,60.5132598876953,0,05652,04
2023,13,11,01,,,13,670.0,600.0,1.1166666666666667,50.1181945800781,0,05652,13
2023,13,11,04,,,02,6421.0,28270.0,0.22713123452423065,2.65180969238281,0,05658,02
2023,13,11,04,,,03,1120.0,7275.0,0.15395189003436427,0.0214913692325354,0,05658,03
2023,13,11,04,,,04,1600.0,13000.0,0.12307692307692308,0.0157814454287291,0,05658,04
2023,13,03,03,,,12,100.0,4200.0,0.023809523809523808,0.018341826274991,0,05659,12
2023,13,11,01,,,15,1220.0,5250.0,0.23238095238095238,0.778654277324677,0,05660,15
2023,13,11,01,,,04,600.0,200.0,3.0,4.88222503662109,1,05671,04
2023,13,11,01,,,06,380.0,300.0,1.2666666666666666,1.50157690048218,0,05671,06
2023,13,11,01,,,09,1580.0,1000.0,1.58,1.87220823764801,0,05671,09
2023,13,09,02,,,01,780.0,3100.0,0.25161290322580643,102.578247070313,0,05682,01
2023,13,09,02,,,03,1000.0,1800.0,0.5555555555555556,25.1604499816895,0,05682,03
2023,13,09,02,,,05,2640.0,3000.0,0.88,7.33023023605347,0,05682,05
2023,13,09,02,,,06,360.0,600.0,0.6,7.51306056976318,0,05682,06
2023,13,09,02,,,07,1000.0,2180.0,0.45871559633027525,5.8626914024353,0,05682,07
2023,13,09,02,,,08,1000.0,2100.0,0.47619047619047616,54.8126754760742,0,05682,08
2023,13,09,02,,,09,4400.0,4900.0,0.8979591836734694,241.209976196289,0,05682,09
2023,13,09,02,,,11,730.0,1500.0,0.4866666666666667,12.9379949569702,0,05682,11
2023,13,09,02,,,12,140.0,300.0,0.4666666666666667,7.83760643005371,0,05682,12
2023,13,02,08,,,03,53.0,20.0,2.65,87.6289367675781,1,05687,03
2023,13,02,08,,,04,46.0,54.0,0.8518518518518519,9.7500114440918,0,05687,04
2023,13,02,08,,,06,110.0,72.0,1.5277777777777777,31.1491947174072,0,05687,06
2023,13,02,01,,,01,119799.0,20000.0,5.98995,0.310527384281158,1,05690,01
2023,13,09,08,,,02,130.0,520.0,0.25,0.921332895755768,0,05695,02
2023,13,11,02,,,01,20.0,180.0,0.1111111111111111,29.5846214294434,0,05697,01
2023,13,11,02,,,06,15.0,75.0,0.2,63.0696563720703,0,05697,06
2023,13,11,02,,,07,670.0,750.0,0.8933333333333333,15.5068283081055,0,05697,07
2023,13,02,01,,,09,29.0,150.0,0.19333333333333333,124.112030029297,0,05711,09
2023,13,02,01,,,10,60.0,220.0,0.2727272727272727,194.362213134766,0,05711,10
2023,13,02,01,,,12,15.0,40.0,0.375,61.5139541625977,0,05711,12
2023,13,02,01,,,13,80.0,30.0,2.6666666666666665,16.5462684631348,1,05711,13
2023,13,02,01,,,19,15.0,200.0,0.075,71.5884170532227,0,05711,19
2023,13,06,14,,,01,11500.0,13000.0,0.8846153846153846,21.7915153503418,0,05719,01
2023,13,06,13,,,01,80.0,170.0,0.47058823529411764,2.4444727897644,0,05722,01
2023,13,06,13,,,02,150.0,300.0,0.5,1.10733246803284,0,05722,02
2023,13,06,13,,,02,36.0,99.0,0.36363636363636365,0.989671409130096,0,05723,02
2023,13,06,13,,,06,100.0,40.0,2.5,0.110655225813389,1,05723,06
2023,13,06,13,,,02,21.0,60.0,0.35,258.709991455078,0,05725,02
2023,13,06,13,,,04,250.0,644.0,0.38819875776397517,13.287166595459,0,05725,04
2023,13,06,13,,,05,1243.0,5085.0,0.24444444444444444,21.0917301177979,0,05725,05
2023,13,06,13,,,06,334.0,1600.0,0.20875,255.082305908203,0,05725,06
2023,13,09,03,,,01,6350.0,2400.0,2.6458333333333335,186.189331054688,1,05733,01
2023,13,06,04,,,02,15.0,240.0,0.0625,0.393791794776917,0,05734,02
2023,13,06,04,,,03,945.0,860.0,1.0988372093023255,0.00473956950008869,0,05734,03
2023,13,01,10,,,02,5030.0,13000.0,0.3869230769230769,2.65160179138184,0,05743,02
2023,13,02,04,,,01,796.0,1000.0,0.796,79.5394439697266,0,05744,01
2023,13,01,10,,,03,190.0,100.0,1.9,2.95201635360718,0,05750,03
2023,13,01,10,,,04,600.0,300.0,2.0,0.216834649443626,0,05750,04
2023,13,01,10,,,02,1135.0,980.0,1.1581632653061225,69.6493759155273,0,05769,02
2023,13,01,10,,,03,44.0,25.0,1.76,208.231735229492,0,05769,03
2023,13,01,10,,,01,100200.0,22000.0,4.554545454545455,0.856634557247162,1,05778,01
2023,13,01,10,,,01,25.0,110.0,0.22727272727272727,1.87533521652222,0,05781,01
2023,13,01,10,,,02,60.0,200.0,0.3,0.928967654705048,0,05781,02
2023,13,01,10,,,03,1900.0,1300.0,1.4615384615384615,0.596651613712311,0,05781,03
2023,13,01,10,,,05,821.0,810.0,1.0135802469135802,0.0736397877335548,0,05781,05
2023,13,01,10,,,06,110.0,305.0,0.36065573770491804,0.0235618408769369,0,05781,06
2023,13,02,02,,,04,11.0,30.0,0.36666666666666664,299.139129638672,0,05785,04
2023,13,06,01,,,01,6800.0,6000.0,1.1333333333333333,7.5000433921814,0,05791,01
2023,13,06,01,,,02,840.0,4820.0,0.17427385892116182,3.82098388671875,0,05791,02
2023,13,06,01,,,03,640.0,2095.0,0.3054892601431981,2.65111923217773,0,05791,03
2023,13,06,01,,,04,38.0,70.0,0.5428571428571428,1.04882562160492,0,05791,04
2023,13,06,01,,,05,395.0,270.0,1.462962962962963,5.67895412445068,0,05791,05
2023,13,06,01,,,07,2010.0,4400.0,0.45681818181818185,9.08319473266602,0,05791,07
2023,13,06,01,,,08,260.0,400.0,0.65,0.113476604223251,0,05791,08
2023,13,06,11,,,01,1000.0,1010.0,0.9900990099009901,6.45670461654663,0,05794,01
2023,13,06,11,,,04,300.0,1100.0,0.2727272727272727,0.207915991544724,0,05794,04
2023,13,06,11,,,07,480.0,690.0,0.6956521739130435,1.8675662279129,0,05794,07
2023,13,06,11,,,09,8000.0,7800.0,1.0256410256410255,4.38453006744385,0,05794,09
2023,13,08,08,,,03,450.0,3000.0,0.15,1.26019465923309,0,05797,03
2023,13,10,08,,,01,370.0,560.0,0.6607142857142857,1.009406208992,0,05800,01
2023,13,10,08,,,02,850.0,1200.0,0.7083333333333334,1.43909478187561,0,05800,02
2023,13,10,08,,,03,2250.0,1500.0,1.5,1.0693781375885,0,05800,03
2023,13,10,08,,,02,90.0,240.0,0.375,2.28038167953491,0,05801,02
2023,13,10,08,,,03,100.0,240.0,0.4166666666666667,5.95911550521851,0,05801,03
2023,13,10,08,,,04,33.0,24.0,1.375,2.10936212539673,0,05801,04
2023,13,10,08,,,06,5.0,10.0,0.5,2.24926471710205,0,05801,06
2023,13,01,10,,,09,210.0,750.0,0.28,158.152206420898,0,05806,09
2023,13,01,10,,,10,45.0,70.0,0.6428571428571429,4.63418865203857,0,05806,10
2023,13,01,08,,,01,1075.0,960.0,1.1197916666666667,36.9483299255371,0,05812,01
2023,13,01,08,,,04,180.0,225.0,0.8,2.07339811325073,0,05812,04
2023,13,01,08,,,08,78.0,900.0,0.08666666666666667,50.108772277832,0,05812,08
2023,13,01,08,,,13,112.0,280.0,0.4,3.96513676643372,0,05812,13
2023,13,06,11,,,07,560.0,900.0,0.6222222222222222,73.685661315918,0,05816,07
2023,13,06,11,,,15,730.0,5800.0,0.12586206896551724,53.6902465820313,0,05816,15
2023,13,01,08,,,01,1.0,35.0,0.02857142857142857,5.27580165863037,0,05818,01
2023,13,01,08,,,02,6400.0,24300.0,0.26337448559670784,10.3151054382324,0,05818,02
2023,13,01,08,,,03,350.0,4060.0,0.08620689655172414,1.01687228679657,0,05818,03
2023,13,01,08,,,04,50.0,372.4,0.13426423200859292,2.21711182594299,0,05818,04
2023,13,01,04,,,02,4000.0,22500.0,0.17777777777777778,0.0083508649840951,0,05833,02
2023,13,01,04,,,03,5350.0,5265.0,1.0161443494776827,2.72503590583801,0,05833,03
2023,13,08,07,,,01,40.0,150.0,0.26666666666666666,0.468617469072342,0,05858,01
2023,13,08,07,,,02,10.0,125.0,0.08,0.149000152945518,0,05860,02
2023,13,10,01,,,04,25.0,30.0,0.8333333333333334,4.28195381164551,0,05869,04
2023,13,10,01,,,01,12.0,100.0,0.12,3.19502806663513,0,05877,01
2023,13,05,02,,,01,15.0,100.0,0.15,0.806270658969879,0,05879,01
2023,13,10,01,,,02,600.0,1200.0,0.5,89.4830932617188,0,05880,02
2023,13,12,01,,,02,21500.0,13000.0,1.6538461538461537,11.7853622436523,0,05916,02
2023,13,08,12,,,01,460.0,3000.0,0.15333333333333332,3.11647129058838,0,05927,01
2023,13,12,01,,,01,22600.0,45000.0,0.5022222222222222,0.488116681575775,0,05934,01
2023,13,12,01,,,02,12600.0,10620.0,1.1864406779661016,0.178433060646057,0,05934,02
2023,13,12,01,,,03,28775.0,29880.0,0.9630187416331994,0.00488763488829136,0,05934,03
2023,13,12,01,,,04,109750.0,102200.0,1.0738747553816046,1.20394027233124,0,05934,04
2023,13,12,01,,,05,17653.0,26000.0,0.6789615384615385,0.146350488066673,0,05934,05
2023,13,12,01,,,01,7000.0,4800.0,1.4583333333333333,0.0537728816270828,0,05941,01
2023,13,12,01,,,02,3550.0,20000.0,0.1775,1.07755160331726,0,05941,02
2023,13,12,01,,,03,14500.0,22300.0,0.6502242152466368,0.158739134669304,0,05941,03
2023,13,12,01,,,04,5300.0,3990.0,1.3283208020050126,4.73250102996826,0,05941,04
2023,13,12,01,,,01,7040.0,6000.0,1.1733333333333333,10.0956430435181,0,05944,01
2023,13,12,01,,,02,52000.0,50000.0,1.04,56.7853317260742,0,05944,02
2023,13,12,01,,,03,41000.0,54000.0,0.7592592592592593,88.8790130615234,0,05944,03
2023,13,12,01,,,05,16000.0,26000.0,0.6153846153846154,15.6141395568848,0,05944,05
2023,13,12,01,,,06,5800.0,14000.0,0.4142857142857143,8.11545276641846,0,05944,06
2023,13,12,01,,,01,14562.0,10000.0,1.4562,5.97132110595703,0,05947,01
2023,13,12,01,,,02,17200.0,30100.0,0.5714285714285714,0.804364800453186,0,05947,02
2023,13,12,01,,,03,13530.0,10000.0,1.353,2.65948438644409,0,05947,03
2023,13,10,01,,,04,2500.0,5000.0,0.5,1.31047129631042,0,05956,04
2023,13,12,01,,,04,21.0,30.0,0.7,179.815139770508,0,05960,04
2023,13,12,02,,,01,3000.0,2500.0,1.2,0.0567235238850117,0,05961,01
2023,13,12,02,,,07,146.0,40.0,3.65,38.8425025939941,1,05961,07
2023,13,12,02,,,10,180.0,200.0,0.9,7.95988464355469,0,05961,10
2023,13,12,02,,,17,65.0,180.0,0.3611111111111111,8.14961719512939,0,05961,17
2023,13,12,02,,,02,3700.0,2100.0,1.7619047619047619,17.8650321960449,0,05963,02
2023,13,12,02,,,02,1200.0,1140.0,1.0526315789473684,13.7480878829956,0,05968,02
2024,13,12,02,,,01,1190.0,800.0,1.4875,17.45414,0,13247,01
2024,13,12,02,,,02,2360.0,2000.0,1.18,157.0376,0,13250,02
2024,13,12,01,,,05,260.0,150.0,1.7333333333333334,45.11985,1,13256,05
2024,13,12,01,,,01,38000.0,82000.0,0.4634146341463415,3.896744,0,13257,01
2024,13,12,01,,,02,30000.0,49500.0,0.6060606060606061,2.453752,0,13257,02
2024,13,12,01,,,03,16500.0,45000.0,0.36666666666666664,0.3283362,0,13257,03
2024,13,12,01,,,04,22500.0,38000.0,0.5921052631578947,2.425455,0,13257,04
2024,13,12,01,,,01,45000.0,70000.0,0.6428571428571429,31.07281,0,13260,01
2024,13,12,01,,,02,5000.0,10000.0,0.5,13.65267,0,13260,02
2024,13,12,01,,,03,2200.0,30500.0,0.07213114754098361,2.838606,0,13262,03
2024,13,12,01,,,01,10500.0,80000.0,0.13125,26.69396,0,13263,01
2024,13,12,01,,,03,3548.0,35000.0,0.10137142857142857,90.01244,0,13266,03
2024,13,11,04,,,01,413.0,90.0,4.588888888888889,4.681368,1,13279,01
2024,13,11,04,,,04,620.0,900.0,0.6888888888888889,48.43314,0,13279,04
2024,13,11,04,,,08,800.0,7500.0,0.10666666666666667,81.40559,0,13279,08
2024,13,11,04,,,09,300.0,3150.0,0.09523809523809523,38.21058,0,13279,09
2024,13,11,04,,,01,2900.0,13950.0,0.2078853046594982,27.35352,0,13283,01
2024,13,11,01,,,03,6.0,9.0,0.6666666666666666,295.4108,0,13289,03
2024,13,11,01,,,02,35.0,300.0,0.11666666666666667,13.7476,0,13296,02
2024,13,10,08,,,03,80.0,250.0,0.32,15.45157,0,13309,03
2024,13,10,08,,,06,80.0,1585.0,0.050473186119873815,0.7068158,0,13312,06
2024,13,10,01,,,01,688.0,2620.0,0.26259541984732826,0.0805045,0,13357,01
2024,13,09,08,,,06,55.0,100.0,0.55,35.95516,0,13360,06
2024,13,09,06,,,01,60.0,800.0,0.075,1.462344,0,13378,01
2024,13,09,06,,,02,50.0,1350.0,0.037037037037037035,0.8510705,0,13378,02
2024,13,09,06,,,01,50.0,200.0,0.25,0.0075028,0,13379,01
2024,13,09,06,,,02,600.0,720.0,0.8333333333333334,0.0008245,0,13379,02
2024,13,09,03,,,04,63.0,50.0,1.26,247.0744,0,13389,04
2024,13,09,03,,,01,35000.0,98100.0,0.3567787971457696,74.06445,0,13390,01
2024,13,09,03,,,02,5000.0,20100.0,0.24875621890547264,1016.132,0,13390,02
2024,13,09,03,,,01,100.0,57.5,1.7391304347826086,10.47884,1,13392,01
2024,13,09,03,,,01,43.0,250.0,0.172,25.72397,0,13393,01
2024,13,09,03,,,01,590.0,1176.0,0.5017006802721088,56.3028,0,13394,01
2024,13,09,03,,,02,75.0,325.0,0.23076923076923078,764.5052,0,13394,02
2024,13,09,03,,,02,300.0,2400.0,0.125,1.320895,0,13396,02
2024,13,09,03,,,03,50.0,150.0,0.3333333333333333,3.548587,0,13396,03
2024,13,09,03,,,04,110.0,180.0,0.6111111111111112,2.381248,0,13396,04
2024,13,09,03,,,01,425.0,1300.0,0.3269230769230769,42.25999,0,13397,01
2024,13,08,11,,,02,40.0,250.0,0.16,0.2837367,0,13427,02
2024,13,08,06,,,01,120.0,350.0,0.34285714285714286,49.35795,0,13441,01
2024,13,06,14,,,05,107.0,120.0,0.8916666666666667,87.21671,0,13487,05
2024,13,06,14,,,01,70.0,50.0,1.4,366.7911,0,13490,01
2024,13,06,14,,,02,200.0,145.0,1.3793103448275863,278.904,0,13490,02
2024,13,06,13,,,01,100.0,1300.0,0.07692307692307693,0.6443184,0,13496,01
2024,13,06,13,,,02,120.0,800.0,0.15,0.9248174,0,13496,02
2024,13,06,13,,,02,145.0,100.0,1.45,444.7225,0,13497,02
2024,13,06,11,,,02,145.0,1370.0,0.10583941605839416,3.744358,0,13500,02
2024,13,06,11,,,02,10.0,30.0,0.3333333333333333,0.7555804,0,13502,02
2024,13,06,11,,,04,500.0,1690.0,0.2958579881656805,12.44278,0,13502,04
2024,13,06,11,,,04,1450.0,1220.0,1.1885245901639345,3.847193,0,13508,04
2024,13,06,11,,,05,70.0,100.0,0.7,173.7098,0,13508,05
2024,13,06,01,,,01,2920.0,9500.0,0.30736842105263157,10.39887,0,13537,01
2024,13,06,01,,,02,315.0,5060.0,0.06225296442687747,15.75297,0,13537,02
2024,13,06,01,,,03,170.0,3100.0,0.054838709677419356,17.57344,0,13537,03
2024,13,06,01,,,05,180.0,120.0,1.5,19.62063,0,13537,05
2024,13,06,01,,,06,820.0,3405.0,0.24082232011747431,17.21675,0,13537,06
2024,13,06,01,,,07,533.0,420.0,1.269047619047619,174.2655,0,13537,07
2024,13,06,01,,,08,400.0,2005.0,0.19950124688279303,84.50751,0,13537,08
2024,13,06,01,,,10,820.0,2440.0,0.3360655737704918,23.23976,0,13537,10
2024,13,06,01,,,12,2500.0,5570.0,0.4488330341113106,3.417071,0,13537,12
2024,13,05,02,,,01,12.0,300.0,0.04,2.912632,0,13559,01
2024,13,04,03,,,02,4.0,108.0,0.037037037037037035,47.31189,0,13570,02
2024,13,04,02,,,04,10.0,22.5,0.4444444444444444,5.793723,0,13583,04
2024,13,04,02,,,01,7000.0,14250.0,0.49122807017543857,19.77566,0,13585,01
2024,13,04,01,,,01,5700.0,15125.0,0.3768595041322314,75.29502,0,13593,01
2024,13,04,01,,,02,4940.0,7000.0,0.7057142857142857,20.35015,0,13593,02
2024,13,03,06,,,01,140.0,1182.5,0.11839323467230443,4.257038,0,13594,01
2024,13,03,05,,,01,3540.0,8100.0,0.43703703703703706,21.75982,0,13596,01
2024,13,03,05,,,03,1000.0,5000.0,0.2,10.00715,0,13596,03
2024,13,03,05,,,04,200.0,6000.0,0.03333333333333333,4.60722,0,13596,04
2024,13,03,05,,,05,1020.0,6500.0,0.15692307692307692,1.31014,0,13596,05
2024,13,03,05,,,04,14300.0,42000.0,0.3404761904761905,1.20757,0,13597,04
2024,13,03,05,,,01,40.0,160.0,0.25,60.77025,0,13599,01
2024,13,02,06,,,02,9500.0,5000.0,1.9,1.695573,1,13617,02
2024,13,02,06,,,02,5.0,70.0,0.07142857142857142,2.055855,0,13619,02
2024,13,02,05,,,13,15000.0,19000.0,0.7894736842105263,14.01437,0,13620,13
2024,13,02,05,,,05,1140.0,1210.0,0.9421487603305785,0.8978301,0,13621,05
2024,13,01,10,,,01,220.0,400.0,0.55,25.4191,0,13632,01
2024,13,01,10,,,01,960.0,8000.0,0.12,1.937292,0,13634,01
2024,13,01,10,,,02,1100.0,11500.0,0.09565217391304348,68.75026,0,13634,02
2024,13,01,10,,,03,1070.0,6600.0,0.1621212121212121,14.30688,0,13634,03
2024,13,01,10,,,01,5800.0,3012.0,1.9256308100929616,19.27113,1,13636,01
2024,13,01,10,,,02,815.0,600.0,1.3583333333333334,127.6974,0,13636,02
2024,13,01,08,,,02,6.0,800.0,0.0075,1.210637,0,13639,02
2024,13,01,08,,,07,2.0,180.0,0.011111111111111112,26.63935,0,13639,07
2024,13,01,08,,,09,99.0,140.0,0.7071428571428572,2.265149,0,13639,09
2024,13,01,08,,,10,100.0,200.0,0.5,2.880343,0,13639,10
2024,13,01,08,,,11,1200.0,2770.0,0.4332129963898917,4.619642,0,13639,11
2024,13,01,08,,,12,187.0,530.0,0.35283018867924526,1.968801,0,13639,12
2024,13,01,06,,,05,750.0,18000.0,0.041666666666666664,6.885287,0,13646,05
2024,13,01,06,,,12,1000.0,40000.0,0.025,18.45754,0,13646,12
